Year,Round,Institute,Course Name,Category,Opening Rank,Closing Rank,Program
2020,2,IIT BOMBAY,ENERGY SCIENCE AND ENGINEERING,EWS,0,0,ENERGY SCIENCE AND ENGINEERING
2020,2,IIT BOMBAY,ENERGY SCIENCE AND ENGINEERING,EWS,0,0,ENERGY SCIENCE AND ENGINEERING
2020,2,IIT BOMBAY,ENVIRONMENTAL SCIENCE AND ENGINEERING,EWS,0,0,ENVIRONMENTAL SCIENCE AND ENGINEERING
2020,2,IIT BOMBAY,ENVIRONMENTAL SCIENCE AND ENGINEERING,EWS,0,0,ENVIRONMENTAL SCIENCE AND ENGINEERING
2020,2,IIT BOMBAY,ENVIRONMENTAL SCIENCE AND ENGINEERING,EWS,0,0,ENVIRONMENTAL SCIENCE AND ENGINEERING
2020,2,IIT BOMBAY,ENVIRONMENTAL SCIENCE AND ENGINEERING,EWS,0,0,ENVIRONMENTAL SCIENCE AND ENGINEERING
2020,2,IIT BOMBAY,OPERATIONS RESEARCH,EWS,0,0,OPERATIONS RESEARCH
2020,2,IIT BOMBAY,OPERATIONS RESEARCH,EWS,0,0,OPERATIONS RESEARCH
2020,2,IIT DELHI,CHEMISTRY,EWS,91,146,CHEMISTRY
2020,2,IIT DELHI,MATHEMATICS,EWS,117,197,MATHEMATICS
2020,2,IIT DELHI,PHYSICS,EWS,161,228,PHYSICS
2020,2,IIT GUWAHATI,ECONOMICS,EWS,274,321,ECONOMICS
2020,2,IIT GUWAHATI,CHEMISTRY,EWS,246,360,CHEMISTRY
2020,2,IIT GUWAHATI,MATHEMATICS & COMPUTING,EWS,329,434,MATHEMATICS & COMPUTING
2020,2,IIT KANPUR,PHYSICS,EWS,134,160,PHYSICS
2020,2,IIT KANPUR,MATHEMATICS,EWS,146,229,MATHEMATICS
2020,2,IIT KANPUR,CHEMISTRY,EWS,101,118,CHEMISTRY
2020,2,IIT KANPUR,MATHEMATICS,EWS,48,104,MATHEMATICS
2020,2,IIT KANPUR,PHYSICS,EWS,171,221,PHYSICS
2020,2,IIT KHARAGPUR,STATISTICS,EWS,222,305,STATISTICS
2020,2,IIT KHARAGPUR,PHYSICS,EWS,110,143,PHYSICS
2020,2,IIT KHARAGPUR,CHEMISTRY,EWS,243,299,CHEMISTRY
2020,2,IIT KHARAGPUR,GEOLOGY,EWS,241,391,GEOLOGY
2020,2,IIT KHARAGPUR,MATHEMATICS,EWS,211,211,MATHEMATICS
2020,2,IIT KHARAGPUR,PHYSICS,EWS,788,788,PHYSICS
2020,2,IIT KHARAGPUR,GEOPHYSICS,EWS,0,0,GEOPHYSICS
2020,2,IIT KHARAGPUR,GEOPHYSICS,EWS,0,0,GEOPHYSICS
2020,2,IIT KHARAGPUR,MEDICAL PHYSICS,EWS,94,94,MEDICAL PHYSICS
2020,2,IIT MADRAS,NUCLEAR MEDICINE,EWS,249,258,NUCLEAR MEDICINE
2020,2,IIT MADRAS,MOLECULAR MEDICAL MICROBIOLOGY,EWS,211,235,MOLECULAR MEDICAL MICROBIOLOGY
2020,2,IIT MADRAS,CHEMISTRY,EWS,186,186,CHEMISTRY
2020,2,IIT ROORKEE,MATHEMATICS,EWS,50,78,MATHEMATICS
2020,2,IIT ROORKEE,PHYSICS,EWS,56,110,PHYSICS
2020,2,IIT ROORKEE,APPLIED GEOLOGY,EWS,194,206,APPLIED GEOLOGY
2020,2,IIT ROORKEE,CHEMISTRY,EWS,271,303,CHEMISTRY
2020,2,IIT ROORKEE,ECONOMICS,EWS,267,346,ECONOMICS
2020,2,IIT ROORKEE,MATHEMATICS,EWS,641,644,MATHEMATICS
2020,2,IIT ROORKEE,PHYSICS,EWS,441,464,PHYSICS
2020,2,IIT BHUBANESWAR,CHEMISTRY,EWS,431,439,CHEMISTRY
2020,2,IIT BHUBANESWAR,MATHEMATICS,EWS,562,706,MATHEMATICS
2020,2,IIT BHUBANESWAR,PHYSICS,EWS,171,187,PHYSICS
2020,2,IIT BHUBANESWAR,GEOLOGY,EWS,0,0,GEOLOGY
2020,2,IIT GANDHINAGAR,ATMOSPHERE & OCEAN SCIENCES,EWS,347,358,ATMOSPHERE & OCEAN SCIENCES
2020,2,IIT GANDHINAGAR,CHEMISTRY,EWS,321,406,CHEMISTRY
2020,2,IIT GANDHINAGAR,MATHEMATICS,EWS,599,679,MATHEMATICS
2020,2,IIT HYDERABAD,PHYSICS,EWS,338,398,PHYSICS
2020,2,IIT HYDERABAD,CHEMISTRY,EWS,365,386,CHEMISTRY
2020,2,IIT HYDERABAD,MATHEMATICS/ MATHEMATICS & COMPUTING,EWS,487,487,MATHEMATICS & COMPUTING
2020,2,IIT INDORE,PHYSICS,EWS,421,452,PHYSICS
2020,2,IIT INDORE,CHEMISTRY,EWS,473,645,CHEMISTRY
2020,2,IIT INDORE,PHYSICS,EWS,434,445,PHYSICS
2020,2,IIT INDORE,MATHEMATICS,EWS,124,124,MATHEMATICS
2020,2,IIT INDORE,BIOTECHNOLOGY,EWS,481,607,BIOTECHNOLOGY
2020,2,IIT ROPAR,ASTRONOMY,EWS,480,596,ASTRONOMY
2020,2,IIT ROPAR,MATHEMATICS,EWS,475,612,MATHEMATICS
2020,2,IIT ROPAR,CHEMISTRY,EWS,487,510,CHEMISTRY
2020,2,IIT JODHPUR,PHYSICS,EWS,640,710,PHYSICS
2020,2,IIT JODHPUR,CHEMISTRY,EWS,442,535,CHEMISTRY
2020,2,IIT JODHPUR,MATHEMATICS,EWS,566,780,MATHEMATICS
2020,2,IIT JODHPUR,PHYSICS,EWS,400,400,PHYSICS
2020,2,IIT JODHPUR,MATHEMATICS-DATA & COMPUTATIONAL SCIENCES,EWS,841,841,MATHEMATICS-DATA & COMPUTATIONAL SCIENCES
2020,2,IIT PATNA,PHYSICS AND MATERIALS ENGINEERING,EWS,568,685,PHYSICS AND MATERIALS ENGINEERING
2020,2,IIT PATNA,CHEMISTRY AND MATERIALS ENGINEERING,EWS,468,551,CHEMISTRY AND MATERIALS ENGINEERING
2020,2,IIT PATNA,CHEMISTRY,EWS,830,899,CHEMISTRY
2020,2,IIT (ISM) DHANBAD,MATHEMATICS,EWS,563,655,MATHEMATICS
2020,2,IIT (ISM) DHANBAD,PHYSICS,EWS,527,635,PHYSICS
2020,2,IIT (ISM) DHANBAD,CHEMISTRY,EWS,860,1007,CHEMISTRY
2020,2,IIT (ISM) DHANBAD,MATHEMATICS & COMPUTING,EWS,101,163,MATHEMATICS & COMPUTING
2020,2,IIT (ISM) DHANBAD,PHYSICS,EWS,736,1083,PHYSICS
2020,2,IIT (BHU) VARANASI,APPLIED GEOLOGY,EWS,407,431,APPLIED GEOLOGY
2020,2,IIT (BHU) VARANASI,APPLIED GEOPHYSICS,EWS,492,701,APPLIED GEOPHYSICS
2020,2,IIT BHILAI,CHEMISTRY,EWS,727,727,CHEMISTRY
2020,2,IIT BHILAI,PHYSICS,EWS,650,650,PHYSICS
2020,2,IIT BHILAI,CHEMISTRY,EWS,819,819,CHEMISTRY
2020,2,IIT PALAKKAD,MATHEMATICS & COMPUTING,EWS,0,0,MATHEMATICS & COMPUTING
2020,2,IIT PALAKKAD,PHYSICS,EWS,1018,1057,PHYSICS
2020,2,IIT PALAKKAD,CHEMISTRY,EWS,598,641,CHEMISTRY
2020,2,IIT TIRUPATI,MATHEMATICS,EWS,0,0,MATHEMATICS
2020,2,IIT TIRUPATI,CHEMISTRY,EWS,0,0,CHEMISTRY
2020,2,IIT TIRUPATI,PHYSICS,EWS,0,0,PHYSICS
2020,2,IIT MANDI,CHEMISTRY,EWS,602,669,CHEMISTRY
2020,2,IIT MANDI,APPLIED MATHEMATICS,EWS,543,559,APPLIED MATHEMATICS
2020,3,IIT BOMBAY,APPLIED GEOLOGY,EWS,15,15,APPLIED GEOLOGY
2020,3,IIT BOMBAY,APPLIED GEOPHYSICS,EWS,0,0,APPLIED GEOPHYSICS
2020,3,IIT BOMBAY,STATISTICS,EWS,50,50,STATISTICS
2020,3,IIT BOMBAY,BIOTECHNOLOGY,EWS,47,47,BIOTECHNOLOGY
2020,3,IIT BOMBAY,CHEMISTRY,EWS,37,37,CHEMISTRY
2020,3,IIT BOMBAY,MATHEMATICS,EWS,46,46,MATHEMATICS
2020,3,IIT BOMBAY,PHYSICS,EWS,47,50,PHYSICS
2020,3,IIT BOMBAY,ENERGY SCIENCE AND ENGINEERING,EWS,656,656,ENERGY SCIENCE AND ENGINEERING
2020,3,IIT BOMBAY,ENERGY SCIENCE AND ENGINEERING,EWS,0,0,ENERGY SCIENCE AND ENGINEERING
2020,3,IIT BOMBAY,ENERGY SCIENCE AND ENGINEERING,EWS,0,0,ENERGY SCIENCE AND ENGINEERING
2020,3,IIT BOMBAY,ENVIRONMENTAL SCIENCE AND ENGINEERING,EWS,0,0,ENVIRONMENTAL SCIENCE AND ENGINEERING
2020,3,IIT BOMBAY,ENVIRONMENTAL SCIENCE AND ENGINEERING,EWS,0,0,ENVIRONMENTAL SCIENCE AND ENGINEERING
2020,3,IIT BOMBAY,ENVIRONMENTAL SCIENCE AND ENGINEERING,EWS,0,0,ENVIRONMENTAL SCIENCE AND ENGINEERING
2020,3,IIT BOMBAY,ENVIRONMENTAL SCIENCE AND ENGINEERING,EWS,0,0,ENVIRONMENTAL SCIENCE AND ENGINEERING
2020,3,IIT BOMBAY,OPERATIONS RESEARCH,EWS,0,0,OPERATIONS RESEARCH
2020,3,IIT BOMBAY,OPERATIONS RESEARCH,EWS,0,0,OPERATIONS RESEARCH
2020,3,IIT DELHI,CHEMISTRY,EWS,91,146,CHEMISTRY
2020,3,IIT DELHI,MATHEMATICS,EWS,117,197,MATHEMATICS
2020,3,IIT DELHI,PHYSICS,EWS,161,228,PHYSICS
2020,3,IIT GUWAHATI,ECONOMICS,EWS,274,321,ECONOMICS
2020,3,IIT GUWAHATI,CHEMISTRY,EWS,246,360,CHEMISTRY
2020,3,IIT GUWAHATI,MATHEMATICS & COMPUTING,EWS,329,434,MATHEMATICS & COMPUTING
2020,3,IIT KANPUR,PHYSICS,EWS,134,160,PHYSICS
2020,3,IIT KANPUR,MATHEMATICS,EWS,146,229,MATHEMATICS
2020,3,IIT KANPUR,CHEMISTRY,EWS,101,118,CHEMISTRY
2020,3,IIT KANPUR,MATHEMATICS,EWS,48,104,MATHEMATICS
2020,3,IIT KANPUR,PHYSICS,EWS,171,221,PHYSICS
2020,3,IIT KHARAGPUR,STATISTICS,EWS,222,305,STATISTICS
2020,3,IIT KHARAGPUR,PHYSICS,EWS,110,143,PHYSICS
2020,3,IIT KHARAGPUR,CHEMISTRY,EWS,243,299,CHEMISTRY
2020,3,IIT KHARAGPUR,GEOLOGY,EWS,241,391,GEOLOGY
2020,3,IIT KHARAGPUR,MATHEMATICS,EWS,211,211,MATHEMATICS
2020,3,IIT KHARAGPUR,PHYSICS,EWS,788,788,PHYSICS
2020,3,IIT KHARAGPUR,GEOPHYSICS,EWS,0,0,GEOPHYSICS
2020,3,IIT KHARAGPUR,GEOPHYSICS,EWS,0,0,GEOPHYSICS
2020,3,IIT KHARAGPUR,MEDICAL PHYSICS,EWS,94,94,MEDICAL PHYSICS
2020,3,IIT MADRAS,NUCLEAR MEDICINE,EWS,249,258,NUCLEAR MEDICINE
2020,3,IIT MADRAS,MOLECULAR MEDICAL MICROBIOLOGY,EWS,211,235,MOLECULAR MEDICAL MICROBIOLOGY
2020,3,IIT MADRAS,CHEMISTRY,EWS,186,186,CHEMISTRY
2020,3,IIT ROORKEE,MATHEMATICS,EWS,50,78,MATHEMATICS
2020,3,IIT ROORKEE,PHYSICS,EWS,56,110,PHYSICS
2020,3,IIT ROORKEE,APPLIED GEOLOGY,EWS,194,206,APPLIED GEOLOGY
2020,3,IIT ROORKEE,CHEMISTRY,EWS,271,303,CHEMISTRY
2020,3,IIT ROORKEE,ECONOMICS,EWS,267,346,ECONOMICS
2020,3,IIT ROORKEE,MATHEMATICS,EWS,641,644,MATHEMATICS
2020,3,IIT ROORKEE,PHYSICS,EWS,441,464,PHYSICS
2020,3,IIT BHUBANESWAR,CHEMISTRY,EWS,431,439,CHEMISTRY
2020,3,IIT BHUBANESWAR,MATHEMATICS,EWS,562,706,MATHEMATICS
2020,3,IIT BHUBANESWAR,PHYSICS,EWS,171,187,PHYSICS
2020,3,IIT BHUBANESWAR,GEOLOGY,EWS,0,0,GEOLOGY
2020,3,IIT GANDHINAGAR,ATMOSPHERE & OCEAN SCIENCES,EWS,347,358,ATMOSPHERE & OCEAN SCIENCES
2020,3,IIT GANDHINAGAR,CHEMISTRY,EWS,321,406,CHEMISTRY
2020,3,IIT GANDHINAGAR,MATHEMATICS,EWS,599,679,MATHEMATICS
2020,3,IIT HYDERABAD,PHYSICS,EWS,338,398,PHYSICS
2020,3,IIT HYDERABAD,CHEMISTRY,EWS,365,386,CHEMISTRY
2020,3,IIT HYDERABAD,MATHEMATICS/ MATHEMATICS & COMPUTING,EWS,487,487,MATHEMATICS & COMPUTING
2020,3,IIT INDORE,PHYSICS,EWS,421,452,PHYSICS
2020,3,IIT INDORE,CHEMISTRY,EWS,473,645,CHEMISTRY
2020,3,IIT INDORE,PHYSICS,EWS,434,445,PHYSICS
2020,3,IIT INDORE,MATHEMATICS,EWS,124,124,MATHEMATICS
2020,3,IIT INDORE,BIOTECHNOLOGY,EWS,481,607,BIOTECHNOLOGY
2020,3,IIT ROPAR,ASTRONOMY,EWS,480,596,ASTRONOMY
2020,3,IIT ROPAR,MATHEMATICS,EWS,475,612,MATHEMATICS
2020,3,IIT ROPAR,CHEMISTRY,EWS,487,510,CHEMISTRY
2020,3,IIT JODHPUR,PHYSICS,EWS,640,710,PHYSICS
2020,3,IIT JODHPUR,CHEMISTRY,EWS,442,535,CHEMISTRY
2020,3,IIT JODHPUR,MATHEMATICS,EWS,566,780,MATHEMATICS
2020,3,IIT JODHPUR,PHYSICS,EWS,400,400,PHYSICS
2020,3,IIT JODHPUR,MATHEMATICS-DATA & COMPUTATIONAL SCIENCES,EWS,841,841,MATHEMATICS-DATA & COMPUTATIONAL SCIENCES
2020,3,IIT PATNA,PHYSICS AND MATERIALS ENGINEERING,EWS,568,685,PHYSICS AND MATERIALS ENGINEERING
2020,3,IIT PATNA,CHEMISTRY AND MATERIALS ENGINEERING,EWS,468,551,CHEMISTRY AND MATERIALS ENGINEERING
2020,3,IIT PATNA,CHEMISTRY,EWS,830,899,CHEMISTRY
2020,3,IIT (ISM) DHANBAD,MATHEMATICS,EWS,563,655,MATHEMATICS
2020,3,IIT (ISM) DHANBAD,PHYSICS,EWS,527,635,PHYSICS
2020,3,IIT (ISM) DHANBAD,CHEMISTRY,EWS,860,1007,CHEMISTRY
2020,3,IIT (ISM) DHANBAD,MATHEMATICS & COMPUTING,EWS,101,163,MATHEMATICS & COMPUTING
2020,3,IIT (ISM) DHANBAD,PHYSICS,EWS,736,1083,PHYSICS
2020,3,IIT (BHU) VARANASI,APPLIED GEOLOGY,EWS,407,431,APPLIED GEOLOGY
2020,3,IIT (BHU) VARANASI,APPLIED GEOPHYSICS,EWS,492,701,APPLIED GEOPHYSICS
2020,3,IIT BHILAI,CHEMISTRY,EWS,727,727,CHEMISTRY
2020,3,IIT BHILAI,PHYSICS,EWS,650,650,PHYSICS
2020,3,IIT BHILAI,CHEMISTRY,EWS,819,819,CHEMISTRY
2020,3,IIT PALAKKAD,MATHEMATICS & COMPUTING,EWS,0,0,MATHEMATICS & COMPUTING
2020,3,IIT PALAKKAD,PHYSICS,EWS,1018,1057,PHYSICS
2020,3,IIT PALAKKAD,CHEMISTRY,EWS,598,641,CHEMISTRY
2020,3,IIT TIRUPATI,MATHEMATICS,EWS,0,0,MATHEMATICS
2020,3,IIT TIRUPATI,CHEMISTRY,EWS,0,0,CHEMISTRY
2020,3,IIT TIRUPATI,PHYSICS,EWS,0,0,PHYSICS
2020,3,IIT MANDI,CHEMISTRY,EWS,602,669,CHEMISTRY
2020,3,IIT MANDI,APPLIED MATHEMATICS,EWS,543,559,APPLIED MATHEMATICS
2021,1,IIT BOMBAY,BIOTECHNOLOGY,EWS,23,70,BIOTECHNOLOGY
2021,1,IIT BOMBAY,ENVIRONMENTAL SCIENCE AND ENGINEERING,EWS,94,94,ENVIRONMENTAL SCIENCE AND ENGINEERING
2021,1,IIT KHARAGPUR,MOLECULAR MEDICAL MICROBIOLOGY,EWS,99,99,MOLECULAR MEDICAL MICROBIOLOGY
2021,1,IIT INDORE,BIOTECHNOLOGY,EWS,72,74,BIOTECHNOLOGY
2021,1,IIT BOMBAY,CHEMISTRY,EWS,30,99,CHEMISTRY
2021,1,IIT BOMBAY,ENERGY SCIENCE AND ENGINEERING,EWS,724,724,ENERGY SCIENCE AND ENGINEERING
2021,1,IIT BOMBAY,ENVIRONMENTAL SCIENCE AND ENGINEERING,EWS,0,0,ENVIRONMENTAL SCIENCE AND ENGINEERING
2021,1,IIT DELHI,CHEMISTRY,EWS,100,127,CHEMISTRY
2021,1,IIT GUWAHATI,CHEMISTRY,EWS,344,370,CHEMISTRY
2021,1,IIT KANPUR,CHEMISTRY,EWS,105,185,CHEMISTRY
2021,1,IIT KHARAGPUR,CHEMISTRY,EWS,209,342,CHEMISTRY
2021,1,IIT KHARAGPUR,NUCLEAR MEDICINE,EWS,762,762,NUCLEAR MEDICINE
2021,1,IIT MADRAS,CHEMISTRY,EWS,225,355,CHEMISTRY
2021,1,IIT ROORKEE,CHEMISTRY,EWS,210,277,CHEMISTRY
2021,1,IIT BHUBANESWAR,CHEMISTRY,EWS,492,495,CHEMISTRY
2021,1,IIT GANDHINAGAR,CHEMISTRY,EWS,425,455,CHEMISTRY
2021,1,IIT HYDERABAD,CHEMISTRY,EWS,386,440,CHEMISTRY
2021,1,IIT INDORE,CHEMISTRY,EWS,459,481,CHEMISTRY
2021,1,IIT ROPAR,CHEMISTRY,EWS,496,526,CHEMISTRY
2021,1,IIT JODHPUR,CHEMISTRY,EWS,563,602,CHEMISTRY
2021,1,IIT PATNA,CHEMISTRY,EWS,576,605,CHEMISTRY
2021,1,IIT (ISM) DHANBAD,CHEMISTRY,EWS,538,570,CHEMISTRY
2021,1,IIT (BHU) VARANASI,CHEMISTRY,EWS,484,494,CHEMISTRY
2021,1,IIT BHILAI,CHEMISTRY,EWS,659,659,CHEMISTRY
2021,1,IIT PALAKKAD,CHEMISTRY,EWS,620,664,CHEMISTRY
2021,1,IIT TIRUPATI,CHEMISTRY,EWS,662,662,CHEMISTRY
2021,1,IIT MANDI,CHEMISTRY,EWS,512,566,CHEMISTRY
2021,1,IIT DELHI,ECONOMICS,EWS,35,46,ECONOMICS
2021,1,IIT ROORKEE,ECONOMICS,EWS,64,83,ECONOMICS
2021,1,IIT BOMBAY,APPLIED GEOLOGY,EWS,36,69,APPLIED GEOLOGY
2021,1,IIT KHARAGPUR,GEOLOGY,EWS,86,118,GEOLOGY
2021,1,IIT KHARAGPUR,GEOPHYSICS,EWS,134,138,GEOPHYSICS
2021,1,IIT ROORKEE,APPLIED GEOLOGY,EWS,99,109,APPLIED GEOLOGY
2021,1,IIT BHUBANESWAR,GEOLOGY,EWS,121,122,GEOLOGY
2021,1,IIT (ISM) DHANBAD,APPLIED GEOLOGY,EWS,84,107,APPLIED GEOLOGY
2021,1,IIT BHUBANESWAR,ATMOSPHERE & OCEAN SCIENCES,EWS,142,149,ATMOSPHERE & OCEAN SCIENCES
2021,1,IIT BOMBAY,MATHEMATICS,EWS,53,85,MATHEMATICS
2021,1,IIT BOMBAY,ENERGY SCIENCE AND ENGINEERING,EWS,0,0,ENERGY SCIENCE AND ENGINEERING
2021,1,IIT BOMBAY,ENVIRONMENTAL SCIENCE AND ENGINEERING,EWS,0,0,ENVIRONMENTAL SCIENCE AND ENGINEERING
2021,1,IIT BOMBAY,OPERATIONS RESEARCH,EWS,148,148,OPERATIONS RESEARCH
2021,1,IIT DELHI,MATHEMATICS,EWS,134,218,MATHEMATICS
2021,1,IIT GUWAHATI,MATHEMATICS & COMPUTING,EWS,179,225,MATHEMATICS & COMPUTING
2021,1,IIT KANPUR,MATHEMATICS,EWS,158,193,MATHEMATICS
2021,1,IIT KHARAGPUR,MATHEMATICS,EWS,196,244,MATHEMATICS
2021,1,IIT MADRAS,MATHEMATICS,EWS,157,248,MATHEMATICS
2021,1,IIT ROORKEE,MATHEMATICS,EWS,206,252,MATHEMATICS
2021,1,IIT BHUBANESWAR,MATHEMATICS,EWS,359,366,MATHEMATICS
2021,1,IIT GANDHINAGAR,MATHEMATICS,EWS,282,302,MATHEMATICS
2021,1,IIT HYDERABAD, MATHEMATICS & COMPUTING,EWS,237,262,MATHEMATICS & COMPUTING
2021,1,IIT INDORE,MATHEMATICS,EWS,316,320,MATHEMATICS
2021,1,IIT ROPAR,MATHEMATICS,EWS,343,424,MATHEMATICS
2021,1,IIT JODHPUR,MATHEMATICS,EWS,506,518,MATHEMATICS
2021,1,IIT JODHPUR,MATHEMATICS-DATA  & COMPUTATIONAL SCIENCES,EWS,0,0,MATHEMATICS-DATA & COMPUTATIONAL SCIENCES
2021,1,IIT PATNA,MATHEMATICS,EWS,482,495,MATHEMATICS
2021,1,IIT (ISM) DHANBAD,MATHEMATICS & COMPUTING,EWS,428,537,MATHEMATICS & COMPUTING
2021,1,IIT BHILAI,MATHEMATICS & COMPUTING,EWS,545,546,MATHEMATICS & COMPUTING
2021,1,IIT PALAKKAD,MATHEMATICS,EWS,521,559,MATHEMATICS
2021,1,IIT TIRUPATI,MATHEMATICS & STATISTICS,EWS,557,560,MATHEMATICS & COMPUTING
2021,1,IIT MANDI,APPLIED MATHEMATICS,EWS,479,523,APPLIED MATHEMATICS
2021,1,IIT BOMBAY,APPLIED STATISTICS & INFORMATICS,EWS,64,110,APPLIED STATISTICS & INFORMATICS
2021,1,IIT BOMBAY,OPERATIONS RESEARCH,EWS,92,92,OPERATIONS RESEARCH
2021,1,IIT KANPUR,STATISTICS,EWS,72,120,STATISTICS
2021,1,IIT BOMBAY,APPLIED GEOPHYSICS,EWS,313,430,APPLIED GEOPHYSICS
2021,1,IIT BOMBAY,PHYSICS,EWS,78,213,PHYSICS
2021,1,IIT BOMBAY,ENERGY SCIENCE AND ENGINEERING,EWS,536,536,ENERGY SCIENCE AND ENGINEERING
2021,1,IIT BOMBAY,ENVIRONMENTAL SCIENCE AND ENGINEERING,EWS,0,0,ENVIRONMENTAL SCIENCE AND ENGINEERING
2021,1,IIT DELHI,PHYSICS,EWS,238,288,PHYSICS
2021,1,IIT GUWAHATI,PHYSICS,EWS,300,473,PHYSICS
2021,1,IIT KANPUR,PHYSICS,EWS,185,220,PHYSICS
2021,1,IIT KANPUR,PHYSICS,EWS,104,208,PHYSICS
2021,1,IIT KHARAGPUR,PHYSICS,EWS,373,440,PHYSICS
2021,1,IIT KHARAGPUR,GEOPHYSICS,EWS,655,772,GEOPHYSICS
2021,1,IIT KHARAGPUR,MEDICAL PHYSICS,EWS,0,0,MEDICAL PHYSICS
2021,1,IIT MADRAS,PHYSICS,EWS,290,405,PHYSICS
2021,1,IIT ROORKEE,PHYSICS,EWS,315,356,PHYSICS
2021,1,IIT BHUBANESWAR,PHYSICS,EWS,526,607,PHYSICS
2021,1,IIT GANDHINAGAR,PHYSICS,EWS,374,517,PHYSICS
2021,1,IIT HYDERABAD,PHYSICS,EWS,481,490,PHYSICS
2021,1,IIT INDORE,PHYSICS,EWS,463,518,PHYSICS
2021,1,IIT INDORE,ASTRONOMY,EWS,483,623,ASTRONOMY
2021,1,IIT ROPAR,PHYSICS,EWS,545,589,PHYSICS
2021,1,IIT JODHPUR,PHYSICS,EWS,604,626,PHYSICS
2021,1,IIT JODHPUR,PHYSICS AND MATERIALS ENGINEERING,EWS,817,817,PHYSICS AND MATERIALS ENGINEERING
2021,1,IIT PATNA,PHYSICS,EWS,590,716,PHYSICS
2021,1,IIT (ISM) DHANBAD,PHYSICS,EWS,637,771,PHYSICS
2021,1,IIT (ISM) DHANBAD,APPLIED GEOPHYSICS,EWS,638,796,APPLIED GEOPHYSICS
2021,1,IIT (BHU) VARANASI,PHYSICS,EWS,489,557,PHYSICS
2021,1,IIT BHILAI,PHYSICS,EWS,734,734,PHYSICS
2021,1,IIT PALAKKAD,PHYSICS,EWS,648,750,PHYSICS
2021,1,IIT TIRUPATI,PHYSICS,EWS,744,774,PHYSICS
2021,1,IIT MANDI,PHYSICS,EWS,592,735,PHYSICS
2021,2,IIT BOMBAY,BIOTECHNOLOGY,EWS,23,70,BIOTECHNOLOGY
2021,2,IIT BOMBAY,ENVIRONMENTAL SCIENCE AND ENGINEERING,EWS,94,94,ENVIRONMENTAL SCIENCE AND ENGINEERING
2021,2,IIT KHARAGPUR,MOLECULAR MEDICAL MICROBIOLOGY,EWS,99,99,MOLECULAR MEDICAL MICROBIOLOGY
2021,2,IIT INDORE,BIOTECHNOLOGY,EWS,72,74,BIOTECHNOLOGY
2021,2,IIT BOMBAY,CHEMISTRY,EWS,45,105,CHEMISTRY
2021,2,IIT BOMBAY,ENERGY SCIENCE AND ENGINEERING,EWS,724,724,ENERGY SCIENCE AND ENGINEERING
2021,2,IIT BOMBAY,ENVIRONMENTAL SCIENCE AND ENGINEERING,EWS,0,0,ENVIRONMENTAL SCIENCE AND ENGINEERING
2021,2,IIT DELHI,CHEMISTRY,EWS,100,127,CHEMISTRY
2021,2,IIT GUWAHATI,CHEMISTRY,EWS,344,416,CHEMISTRY
2021,2,IIT KANPUR,CHEMISTRY,EWS,125,209,CHEMISTRY
2021,2,IIT KHARAGPUR,CHEMISTRY,EWS,283,386,CHEMISTRY
2021,2,IIT KHARAGPUR,NUCLEAR MEDICINE,EWS,762,762,NUCLEAR MEDICINE
2021,2,IIT MADRAS,CHEMISTRY,EWS,225,358,CHEMISTRY
2021,2,IIT ROORKEE,CHEMISTRY,EWS,210,277,CHEMISTRY
2021,2,IIT BHUBANESWAR,CHEMISTRY,EWS,492,554,CHEMISTRY
2021,2,IIT GANDHINAGAR,CHEMISTRY,EWS,425,455,CHEMISTRY
2021,2,IIT HYDERABAD,CHEMISTRY,EWS,399,481,CHEMISTRY
2021,2,IIT INDORE,CHEMISTRY,EWS,484,520,CHEMISTRY
2021,2,IIT ROPAR,CHEMISTRY,EWS,526,543,CHEMISTRY
2021,2,IIT JODHPUR,CHEMISTRY,EWS,581,605,CHEMISTRY
2021,2,IIT PATNA,CHEMISTRY,EWS,662,667,CHEMISTRY
2021,2,IIT (ISM) DHANBAD,CHEMISTRY,EWS,551,659,CHEMISTRY
2021,2,IIT (BHU) VARANASI,CHEMISTRY,EWS,494,496,CHEMISTRY
2021,2,IIT BHILAI,CHEMISTRY,EWS,676,676,CHEMISTRY
2021,2,IIT PALAKKAD,CHEMISTRY,EWS,679,699,CHEMISTRY
2021,2,IIT TIRUPATI,CHEMISTRY,EWS,675,675,CHEMISTRY
2021,2,IIT MANDI,CHEMISTRY,EWS,512,576,CHEMISTRY
2021,2,IIT DELHI,ECONOMICS,EWS,35,46,ECONOMICS
2021,2,IIT ROORKEE,ECONOMICS,EWS,64,141,ECONOMICS
2021,2,IIT BOMBAY,APPLIED GEOLOGY,EWS,36,69,APPLIED GEOLOGY
2021,2,IIT KHARAGPUR,GEOLOGY,EWS,86,118,GEOLOGY
2021,2,IIT KHARAGPUR,GEOPHYSICS,EWS,134,138,GEOPHYSICS
2021,2,IIT ROORKEE,APPLIED GEOLOGY,EWS,99,109,APPLIED GEOLOGY
2021,2,IIT BHUBANESWAR,GEOLOGY,EWS,121,122,GEOLOGY
2021,2,IIT (ISM) DHANBAD,APPLIED GEOLOGY,EWS,84,107,APPLIED GEOLOGY
2021,2,IIT BHUBANESWAR,ATMOSPHERE & OCEAN SCIENCES,EWS,170,205,ATMOSPHERE & OCEAN SCIENCES
