Year,Round,Institute,Course Name,Category,Opening Rank,Closing Rank,Program
2020,1,IIT BOMBAY,APPLIED GEOLOGY,GEN,1,13,APPLIED GEOLOGY
2020,1,IIT BOMBAY,APPLIED GEOPHYSICS,GEN,30,167,APPLIED GEOPHYSICS
2020,1,IIT BOMBAY,STATISTICS,GEN,2,38,STATISTICS
2020,1,IIT BOMBAY,BIOTECHNOLOGY,GEN,1,13,BIOTECHNOLOGY
2020,1,IIT BOMBAY,CHEMISTRY,GEN,1,27,CHEMISTRY
2020,1,IIT BOMBAY,MATHEMATICS,GEN,1,21,MATHEMATICS
2020,1,IIT BOMBAY,PHYSICS,GEN,3,35,PHYSICS
2020,1,IIT BOMBAY,ENERGY SCIENCE AND ENGINEERING,GEN,324,376,ENERGY SCIENCE AND ENGINEERING
2020,1,IIT BOMBAY,ENERGY SCIENCE AND ENGINEERING,GEN,286,286,ENERGY SCIENCE AND ENGINEERING
2020,1,IIT BOMBAY,ENERGY SCIENCE AND ENGINEERING,GEN,287,342,ENERGY SCIENCE AND ENGINEERING
2020,1,IIT BOMBAY,ENVIRONMENTAL SCIENCE AND ENGINEERING,GEN,16,16,ENVIRONMENTAL SCIENCE AND ENGINEERING
2020,1,IIT BOMBAY,ENVIRONMENTAL SCIENCE AND ENGINEERING,GEN,347,386,ENVIRONMENTAL SCIENCE AND ENGINEERING
2020,1,IIT BOMBAY,ENVIRONMENTAL SCIENCE AND ENGINEERING,GEN,274,274,ENVIRONMENTAL SCIENCE AND ENGINEERING
2020,1,IIT BOMBAY,ENVIRONMENTAL SCIENCE AND ENGINEERING,GEN,0,0,ENVIRONMENTAL SCIENCE AND ENGINEERING
2020,1,IIT BOMBAY,OPERATIONS RESEARCH,GEN,6,31,OPERATIONS RESEARCH
2020,1,IIT BOMBAY,OPERATIONS RESEARCH,GEN,41,49,OPERATIONS RESEARCH
2020,1,IIT DELHI,CHEMISTRY,GEN,2,83,CHEMISTRY
2020,1,IIT DELHI,MATHEMATICS,GEN,5,98,MATHEMATICS
2020,1,IIT DELHI,PHYSICS,GEN,9,124,PHYSICS
2020,1,IIT GUWAHATI,ECONOMICS,GEN,143,230,ECONOMICS
2020,1,IIT GUWAHATI,CHEMISTRY,GEN,71,187,CHEMISTRY
2020,1,IIT GUWAHATI,MATHEMATICS & COMPUTING,GEN,105,249,MATHEMATICS & COMPUTING
2020,1,IIT KANPUR,PHYSICS,GEN,26,86,PHYSICS
2020,1,IIT KANPUR,MATHEMATICS,GEN,33,113,MATHEMATICS
2020,1,IIT KANPUR,CHEMISTRY,GEN,1,64,CHEMISTRY
2020,1,IIT KANPUR,MATHEMATICS,GEN,1,47,MATHEMATICS
2020,1,IIT KANPUR,PHYSICS,GEN,27,104,PHYSICS
2020,1,IIT KHARAGPUR,STATISTICS,GEN,33,150,STATISTICS
2020,1,IIT KHARAGPUR,PHYSICS,GEN,15,45,PHYSICS
2020,1,IIT KHARAGPUR,CHEMISTRY,GEN,56,195,CHEMISTRY
2020,1,IIT KHARAGPUR,GEOLOGY,GEN,50,211,GEOLOGY
2020,1,IIT KHARAGPUR,MATHEMATICS,GEN,85,133,MATHEMATICS
2020,1,IIT KHARAGPUR,PHYSICS,GEN,298,464,PHYSICS
2020,1,IIT KHARAGPUR,GEOPHYSICS,GEN,76,406,GEOPHYSICS
2020,1,IIT KHARAGPUR,GEOPHYSICS,GEN,324,464,GEOPHYSICS
2020,1,IIT KHARAGPUR,MEDICAL PHYSICS,GEN,15,33,MEDICAL PHYSICS
2020,1,IIT MADRAS,NUCLEAR MEDICINE,GEN,128,240,NUCLEAR MEDICINE
2020,1,IIT MADRAS,MOLECULAR MEDICAL MICROBIOLOGY,GEN,23,128,MOLECULAR MEDICAL MICROBIOLOGY
2020,1,IIT MADRAS,CHEMISTRY,GEN,69,166,CHEMISTRY
2020,1,IIT ROORKEE,MATHEMATICS,GEN,22,45,MATHEMATICS
2020,1,IIT ROORKEE,PHYSICS,GEN,20,41,PHYSICS
2020,1,IIT ROORKEE,APPLIED GEOLOGY,GEN,59,160,APPLIED GEOLOGY
2020,1,IIT ROORKEE,CHEMISTRY,GEN,113,161,CHEMISTRY
2020,1,IIT ROORKEE,ECONOMICS,GEN,142,210,ECONOMICS
2020,1,IIT ROORKEE,MATHEMATICS,GEN,134,531,MATHEMATICS
2020,1,IIT ROORKEE,PHYSICS,GEN,207,398,PHYSICS
2020,1,IIT BHUBANESWAR,CHEMISTRY,GEN,197,324,CHEMISTRY
2020,1,IIT BHUBANESWAR,MATHEMATICS,GEN,272,357,MATHEMATICS
2020,1,IIT BHUBANESWAR,PHYSICS,GEN,83,111,PHYSICS
2020,1,IIT BHUBANESWAR,GEOLOGY,GEN,127,205,GEOLOGY
2020,1,IIT GANDHINAGAR,ATMOSPHERE & OCEAN SCIENCES,GEN,245,285,ATMOSPHERE & OCEAN SCIENCES
2020,1,IIT GANDHINAGAR,CHEMISTRY,GEN,131,286,CHEMISTRY
2020,1,IIT GANDHINAGAR,MATHEMATICS,GEN,96,354,MATHEMATICS
2020,1,IIT HYDERABAD,PHYSICS,GEN,210,323,PHYSICS
2020,1,IIT HYDERABAD,CHEMISTRY,GEN,185,223,CHEMISTRY
2020,1,IIT HYDERABAD,MATHEMATICS/ MATHEMATICS & COMPUTING,GEN,253,277,MATHEMATICS & COMPUTING
2020,1,IIT INDORE,PHYSICS,GEN,278,371,PHYSICS
2020,1,IIT INDORE,CHEMISTRY,GEN,287,366,CHEMISTRY
2020,1,IIT INDORE,PHYSICS,GEN,223,299,PHYSICS
2020,1,IIT INDORE,MATHEMATICS,GEN,41,47,MATHEMATICS
2020,1,IIT INDORE,BIOTECHNOLOGY,GEN,233,350,BIOTECHNOLOGY
2020,1,IIT ROPAR,ASTRONOMY,GEN,290,351,ASTRONOMY
2020,1,IIT ROPAR,MATHEMATICS,GEN,149,417,MATHEMATICS
2020,1,IIT ROPAR,CHEMISTRY,GEN,262,393,CHEMISTRY
2020,1,IIT JODHPUR,PHYSICS,GEN,455,537,PHYSICS
2020,1,IIT JODHPUR,CHEMISTRY,GEN,298,395,CHEMISTRY
2020,1,IIT JODHPUR,MATHEMATICS,GEN,398,444,MATHEMATICS
2020,1,IIT JODHPUR,PHYSICS,GEN,242,370,PHYSICS
2020,1,IIT JODHPUR,MATHEMATICS-DATA & COMPUTATIONAL SCIENCES,GEN,415,627,MATHEMATICS-DATA & COMPUTATIONAL SCIENCES
2020,1,IIT PATNA,PHYSICS AND MATERIALS ENGINEERING,GEN,440,509,PHYSICS AND MATERIALS ENGINEERING
2020,1,IIT PATNA,CHEMISTRY AND MATERIALS ENGINEERING,GEN,251,423,CHEMISTRY AND MATERIALS ENGINEERING
2020,1,IIT PATNA,CHEMISTRY,GEN,317,510,CHEMISTRY
2020,1,IIT (ISM) DHANBAD,MATHEMATICS,GEN,324,475,MATHEMATICS
2020,1,IIT (ISM) DHANBAD,PHYSICS,GEN,197,480,PHYSICS
2020,1,IIT (ISM) DHANBAD,CHEMISTRY,GEN,311,506,CHEMISTRY
2020,1,IIT (ISM) DHANBAD,MATHEMATICS & COMPUTING,GEN,22,95,MATHEMATICS & COMPUTING
2020,1,IIT (ISM) DHANBAD,PHYSICS,GEN,69,639,PHYSICS
2020,1,IIT (BHU) VARANASI,APPLIED GEOLOGY,GEN,311,364,APPLIED GEOLOGY
2020,1,IIT (BHU) VARANASI,APPLIED GEOPHYSICS,GEN,272,377,APPLIED GEOPHYSICS
2020,1,IIT BHILAI,CHEMISTRY,GEN,546,575,CHEMISTRY
2020,1,IIT BHILAI,PHYSICS,GEN,406,509,PHYSICS
2020,1,IIT BHILAI,CHEMISTRY,GEN,464,524,CHEMISTRY
2020,1,IIT PALAKKAD,MATHEMATICS & COMPUTING,GEN,546,601,MATHEMATICS & COMPUTING
2020,1,IIT PALAKKAD,PHYSICS,GEN,460,551,PHYSICS
2020,1,IIT PALAKKAD,CHEMISTRY,GEN,337,535,CHEMISTRY
2020,1,IIT TIRUPATI,MATHEMATICS,GEN,331,522,MATHEMATICS
2020,1,IIT TIRUPATI,CHEMISTRY,GEN,598,631,CHEMISTRY
2020,1,IIT TIRUPATI,PHYSICS,GEN,467,562,PHYSICS
2020,1,IIT MANDI,CHEMISTRY,GEN,376,519,CHEMISTRY
2020,1,IIT MANDI,APPLIED MATHEMATICS,GEN,211,487,APPLIED MATHEMATICS
2020,2,IIT BOMBAY,APPLIED GEOLOGY,GEN,1,13,APPLIED GEOLOGY
2020,2,IIT BOMBAY,APPLIED GEOPHYSICS,GEN,31,167,APPLIED GEOPHYSICS
2020,2,IIT BOMBAY,STATISTICS,GEN,2,38,STATISTICS
2020,2,IIT BOMBAY,BIOTECHNOLOGY,GEN,2,15,BIOTECHNOLOGY
2020,2,IIT BOMBAY,CHEMISTRY,GEN,1,32,CHEMISTRY
2020,2,IIT BOMBAY,MATHEMATICS,GEN,1,24,MATHEMATICS
2020,2,IIT BOMBAY,PHYSICS,GEN,3,39,PHYSICS
2020,2,IIT BOMBAY,ENERGY SCIENCE AND ENGINEERING,GEN,324,376,ENERGY SCIENCE AND ENGINEERING
2020,2,IIT BOMBAY,ENERGY SCIENCE AND ENGINEERING,GEN,286,286,ENERGY SCIENCE AND ENGINEERING
2020,2,IIT BOMBAY,ENERGY SCIENCE AND ENGINEERING,GEN,303,342,ENERGY SCIENCE AND ENGINEERING
2020,2,IIT BOMBAY,ENVIRONMENTAL SCIENCE AND ENGINEERING,GEN,16,16,ENVIRONMENTAL SCIENCE AND ENGINEERING
2020,2,IIT BOMBAY,ENVIRONMENTAL SCIENCE AND ENGINEERING,GEN,347,386,ENVIRONMENTAL SCIENCE AND ENGINEERING
2020,2,IIT BOMBAY,ENVIRONMENTAL SCIENCE AND ENGINEERING,GEN,0,0,ENVIRONMENTAL SCIENCE AND ENGINEERING
2020,2,IIT BOMBAY,ENVIRONMENTAL SCIENCE AND ENGINEERING,GEN,0,0,ENVIRONMENTAL SCIENCE AND ENGINEERING
2020,2,IIT BOMBAY,OPERATIONS RESEARCH,GEN,6,31,OPERATIONS RESEARCH
2020,2,IIT BOMBAY,OPERATIONS RESEARCH,GEN,41,54,OPERATIONS RESEARCH
2020,2,IIT DELHI,CHEMISTRY,GEN,2,86,CHEMISTRY
2020,2,IIT DELHI,MATHEMATICS,GEN,11,98,MATHEMATICS
2020,2,IIT DELHI,PHYSICS,GEN,36,156,PHYSICS
2020,2,IIT GUWAHATI,ECONOMICS,GEN,143,245,ECONOMICS
2020,2,IIT GUWAHATI,CHEMISTRY,GEN,71,195,CHEMISTRY
2020,2,IIT GUWAHATI,MATHEMATICS & COMPUTING,GEN,105,287,MATHEMATICS & COMPUTING
2020,2,IIT KANPUR,PHYSICS,GEN,26,96,PHYSICS
2020,2,IIT KANPUR,MATHEMATICS,GEN,33,115,MATHEMATICS
2020,2,IIT KANPUR,CHEMISTRY,GEN,1,69,CHEMISTRY
2020,2,IIT KANPUR,MATHEMATICS,GEN,1,47,MATHEMATICS
2020,2,IIT KANPUR,PHYSICS,GEN,27,124,PHYSICS
2020,2,IIT KHARAGPUR,STATISTICS,GEN,33,152,STATISTICS
2020,2,IIT KHARAGPUR,PHYSICS,GEN,15,45,PHYSICS
2020,2,IIT KHARAGPUR,CHEMISTRY,GEN,87,197,CHEMISTRY
2020,2,IIT KHARAGPUR,GEOLOGY,GEN,50,227,GEOLOGY
2020,2,IIT KHARAGPUR,MATHEMATICS,GEN,85,133,MATHEMATICS
2020,2,IIT KHARAGPUR,PHYSICS,GEN,298,481,PHYSICS
2020,2,IIT KHARAGPUR,GEOPHYSICS,GEN,76,406,GEOPHYSICS
2020,2,IIT KHARAGPUR,GEOPHYSICS,GEN,324,464,GEOPHYSICS
2020,2,IIT KHARAGPUR,MEDICAL PHYSICS,GEN,19,47,MEDICAL PHYSICS
2020,2,IIT MADRAS,NUCLEAR MEDICINE,GEN,128,240,NUCLEAR MEDICINE
2020,2,IIT MADRAS,MOLECULAR MEDICAL MICROBIOLOGY,GEN,23,131,MOLECULAR MEDICAL MICROBIOLOGY
2020,2,IIT MADRAS,CHEMISTRY,GEN,69,183,CHEMISTRY
2020,2,IIT ROORKEE,MATHEMATICS,GEN,22,45,MATHEMATICS
2020,2,IIT ROORKEE,PHYSICS,GEN,20,44,PHYSICS
2020,2,IIT ROORKEE,APPLIED GEOLOGY,GEN,59,192,APPLIED GEOLOGY
2020,2,IIT ROORKEE,CHEMISTRY,GEN,113,165,CHEMISTRY
2020,2,IIT ROORKEE,ECONOMICS,GEN,158,233,ECONOMICS
2020,2,IIT ROORKEE,MATHEMATICS,GEN,134,543,MATHEMATICS
2020,2,IIT ROORKEE,PHYSICS,GEN,207,404,PHYSICS
2020,2,IIT BHUBANESWAR,CHEMISTRY,GEN,205,344,CHEMISTRY
2020,2,IIT BHUBANESWAR,MATHEMATICS,GEN,311,393,MATHEMATICS
2020,2,IIT BHUBANESWAR,PHYSICS,GEN,83,111,PHYSICS
2020,2,IIT BHUBANESWAR,GEOLOGY,GEN,127,187,GEOLOGY
2020,2,IIT GANDHINAGAR,ATMOSPHERE & OCEAN SCIENCES,GEN,249,300,ATMOSPHERE & OCEAN SCIENCES
2020,2,IIT GANDHINAGAR,CHEMISTRY,GEN,194,298,CHEMISTRY
2020,2,IIT GANDHINAGAR,MATHEMATICS,GEN,96,372,MATHEMATICS
2020,2,IIT HYDERABAD,PHYSICS,GEN,210,329,PHYSICS
2020,2,IIT HYDERABAD,CHEMISTRY,GEN,185,232,CHEMISTRY
2020,2,IIT HYDERABAD,MATHEMATICS/ MATHEMATICS & COMPUTING,GEN,256,307,MATHEMATICS & COMPUTING
2020,2,IIT INDORE,PHYSICS,GEN,278,378,PHYSICS
2020,2,IIT INDORE,CHEMISTRY,GEN,311,406,CHEMISTRY
2020,2,IIT INDORE,PHYSICS,GEN,223,318,PHYSICS
2020,2,IIT INDORE,MATHEMATICS,GEN,41,57,MATHEMATICS
2020,2,IIT INDORE,BIOTECHNOLOGY,GEN,233,372,BIOTECHNOLOGY
2020,2,IIT ROPAR,ASTRONOMY,GEN,290,351,ASTRONOMY
2020,2,IIT ROPAR,MATHEMATICS,GEN,149,450,MATHEMATICS
2020,2,IIT ROPAR,CHEMISTRY,GEN,262,444,CHEMISTRY
2020,2,IIT JODHPUR,PHYSICS,GEN,455,589,PHYSICS
2020,2,IIT JODHPUR,CHEMISTRY,GEN,357,406,CHEMISTRY
2020,2,IIT JODHPUR,MATHEMATICS,GEN,403,510,MATHEMATICS
2020,2,IIT JODHPUR,PHYSICS,GEN,242,390,PHYSICS
2020,2,IIT JODHPUR,MATHEMATICS-DATA & COMPUTATIONAL SCIENCES,GEN,454,639,MATHEMATICS-DATA & COMPUTATIONAL SCIENCES
2020,2,IIT PATNA,PHYSICS AND MATERIALS ENGINEERING,GEN,440,563,PHYSICS AND MATERIALS ENGINEERING
2020,2,IIT PATNA,CHEMISTRY AND MATERIALS ENGINEERING,GEN,251,434,CHEMISTRY AND MATERIALS ENGINEERING
2020,2,IIT PATNA,CHEMISTRY,GEN,317,524,CHEMISTRY
2020,2,IIT (ISM) DHANBAD,MATHEMATICS,GEN,353,529,MATHEMATICS
2020,2,IIT (ISM) DHANBAD,PHYSICS,GEN,197,509,PHYSICS
2020,2,IIT (ISM) DHANBAD,CHEMISTRY,GEN,311,553,CHEMISTRY
2020,2,IIT (ISM) DHANBAD,MATHEMATICS & COMPUTING,GEN,22,95,MATHEMATICS & COMPUTING
2020,2,IIT (ISM) DHANBAD,PHYSICS,GEN,69,670,PHYSICS
2020,2,IIT (BHU) VARANASI,APPLIED GEOLOGY,GEN,342,394,APPLIED GEOLOGY
2020,2,IIT (BHU) VARANASI,APPLIED GEOPHYSICS,GEN,311,439,APPLIED GEOPHYSICS
2020,2,IIT BHILAI,CHEMISTRY,GEN,589,617,CHEMISTRY
2020,2,IIT BHILAI,PHYSICS,GEN,513,539,PHYSICS
2020,2,IIT BHILAI,CHEMISTRY,GEN,529,587,CHEMISTRY
2020,2,IIT PALAKKAD,MATHEMATICS & COMPUTING,GEN,546,680,MATHEMATICS & COMPUTING
2020,2,IIT PALAKKAD,PHYSICS,GEN,460,627,PHYSICS
2020,2,IIT PALAKKAD,CHEMISTRY,GEN,337,576,CHEMISTRY
2020,2,IIT TIRUPATI,MATHEMATICS,GEN,331,558,MATHEMATICS
2020,2,IIT TIRUPATI,CHEMISTRY,GEN,598,623,CHEMISTRY
2020,2,IIT TIRUPATI,PHYSICS,GEN,467,614,PHYSICS
2020,2,IIT MANDI,CHEMISTRY,GEN,376,554,CHEMISTRY
2020,2,IIT MANDI,APPLIED MATHEMATICS,GEN,211,490,APPLIED MATHEMATICS
2020,3,IIT BOMBAY,APPLIED GEOLOGY,GEN,1,13,APPLIED GEOLOGY
2020,3,IIT BOMBAY,APPLIED GEOPHYSICS,GEN,31,167,APPLIED GEOPHYSICS
2020,3,IIT BOMBAY,STATISTICS,GEN,2,38,STATISTICS
2020,3,IIT BOMBAY,BIOTECHNOLOGY,GEN,2,15,BIOTECHNOLOGY
2020,3,IIT BOMBAY,CHEMISTRY,GEN,1,32,CHEMISTRY
2020,3,IIT BOMBAY,MATHEMATICS,GEN,1,24,MATHEMATICS
2020,3,IIT BOMBAY,PHYSICS,GEN,3,39,PHYSICS
2020,3,IIT BOMBAY,ENERGY SCIENCE AND ENGINEERING,GEN,324,376,ENERGY SCIENCE AND ENGINEERING
2020,3,IIT BOMBAY,ENERGY SCIENCE AND ENGINEERING,GEN,286,286,ENERGY SCIENCE AND ENGINEERING
2020,3,IIT BOMBAY,ENERGY SCIENCE AND ENGINEERING,GEN,303,342,ENERGY SCIENCE AND ENGINEERING
2020,3,IIT BOMBAY,ENVIRONMENTAL SCIENCE AND ENGINEERING,GEN,16,16,ENVIRONMENTAL SCIENCE AND ENGINEERING
2020,3,IIT BOMBAY,ENVIRONMENTAL SCIENCE AND ENGINEERING,GEN,347,386,ENVIRONMENTAL SCIENCE AND ENGINEERING
2020,3,IIT BOMBAY,ENVIRONMENTAL SCIENCE AND ENGINEERING,GEN,0,0,ENVIRONMENTAL SCIENCE AND ENGINEERING
2020,3,IIT BOMBAY,ENVIRONMENTAL SCIENCE AND ENGINEERING,GEN,0,0,ENVIRONMENTAL SCIENCE AND ENGINEERING
2020,3,IIT BOMBAY,OPERATIONS RESEARCH,GEN,6,31,OPERATIONS RESEARCH
2020,3,IIT BOMBAY,OPERATIONS RESEARCH,GEN,41,54,OPERATIONS RESEARCH
2020,3,IIT DELHI,CHEMISTRY,GEN,2,86,CHEMISTRY
2020,3,IIT DELHI,MATHEMATICS,GEN,11,98,MATHEMATICS
2020,3,IIT DELHI,PHYSICS,GEN,36,156,PHYSICS
2020,3,IIT GUWAHATI,ECONOMICS,GEN,143,245,ECONOMICS
2020,3,IIT GUWAHATI,CHEMISTRY,GEN,71,195,CHEMISTRY
2020,3,IIT GUWAHATI,MATHEMATICS & COMPUTING,GEN,105,287,MATHEMATICS & COMPUTING
2020,3,IIT KANPUR,PHYSICS,GEN,26,96,PHYSICS
2020,3,IIT KANPUR,MATHEMATICS,GEN,33,115,MATHEMATICS
2020,3,IIT KANPUR,CHEMISTRY,GEN,1,69,CHEMISTRY
2020,3,IIT KANPUR,MATHEMATICS,GEN,1,47,MATHEMATICS
2020,3,IIT KANPUR,PHYSICS,GEN,27,124,PHYSICS
2020,3,IIT KHARAGPUR,STATISTICS,GEN,33,152,STATISTICS
2020,3,IIT KHARAGPUR,PHYSICS,GEN,15,45,PHYSICS
2020,3,IIT KHARAGPUR,CHEMISTRY,GEN,87,197,CHEMISTRY
2020,3,IIT KHARAGPUR,GEOLOGY,GEN,50,227,GEOLOGY
2020,3,IIT KHARAGPUR,MATHEMATICS,GEN,85,133,MATHEMATICS
2020,3,IIT KHARAGPUR,PHYSICS,GEN,298,481,PHYSICS
2020,3,IIT KHARAGPUR,GEOPHYSICS,GEN,76,406,GEOPHYSICS
2020,3,IIT KHARAGPUR,GEOPHYSICS,GEN,324,464,GEOPHYSICS
2020,3,IIT KHARAGPUR,MEDICAL PHYSICS,GEN,19,47,MEDICAL PHYSICS
2020,3,IIT MADRAS,NUCLEAR MEDICINE,GEN,128,240,NUCLEAR MEDICINE
2020,3,IIT MADRAS,MOLECULAR MEDICAL MICROBIOLOGY,GEN,23,131,MOLECULAR MEDICAL MICROBIOLOGY
2020,3,IIT MADRAS,CHEMISTRY,GEN,69,183,CHEMISTRY
2020,3,IIT ROORKEE,MATHEMATICS,GEN,22,45,MATHEMATICS
2020,3,IIT ROORKEE,PHYSICS,GEN,20,44,PHYSICS
2020,3,IIT ROORKEE,APPLIED GEOLOGY,GEN,59,192,APPLIED GEOLOGY
2020,3,IIT ROORKEE,CHEMISTRY,GEN,113,165,CHEMISTRY
2020,3,IIT ROORKEE,ECONOMICS,GEN,158,233,ECONOMICS
2020,3,IIT ROORKEE,MATHEMATICS,GEN,134,543,MATHEMATICS
2020,3,IIT ROORKEE,PHYSICS,GEN,207,404,PHYSICS
2020,3,IIT BHUBANESWAR,CHEMISTRY,GEN,205,344,CHEMISTRY
2020,3,IIT BHUBANESWAR,MATHEMATICS,GEN,311,393,MATHEMATICS
2020,3,IIT BHUBANESWAR,PHYSICS,GEN,83,111,PHYSICS
2020,3,IIT BHUBANESWAR,GEOLOGY,GEN,127,187,GEOLOGY
2020,3,IIT GANDHINAGAR,ATMOSPHERE & OCEAN SCIENCES,GEN,249,300,ATMOSPHERE & OCEAN SCIENCES
2020,3,IIT GANDHINAGAR,CHEMISTRY,GEN,194,298,CHEMISTRY
2020,3,IIT GANDHINAGAR,MATHEMATICS,GEN,96,372,MATHEMATICS
2020,3,IIT HYDERABAD,PHYSICS,GEN,210,329,PHYSICS
2020,3,IIT HYDERABAD,CHEMISTRY,GEN,185,232,CHEMISTRY
2020,3,IIT HYDERABAD,MATHEMATICS/ MATHEMATICS & COMPUTING,GEN,256,307,MATHEMATICS & COMPUTING
2020,3,IIT INDORE,PHYSICS,GEN,278,378,PHYSICS
2020,3,IIT INDORE,CHEMISTRY,GEN,311,406,CHEMISTRY
2020,3,IIT INDORE,PHYSICS,GEN,223,318,PHYSICS
2020,3,IIT INDORE,MATHEMATICS,GEN,41,57,MATHEMATICS
2020,3,IIT INDORE,BIOTECHNOLOGY,GEN,233,372,BIOTECHNOLOGY
2020,3,IIT ROPAR,ASTRONOMY,GEN,290,351,ASTRONOMY
2020,3,IIT ROPAR,MATHEMATICS,GEN,149,450,MATHEMATICS
2020,3,IIT ROPAR,CHEMISTRY,GEN,262,444,CHEMISTRY
2020,3,IIT JODHPUR,PHYSICS,GEN,455,589,PHYSICS
2020,3,IIT JODHPUR,CHEMISTRY,GEN,357,406,CHEMISTRY
2020,3,IIT JODHPUR,MATHEMATICS,GEN,403,510,MATHEMATICS
2020,3,IIT JODHPUR,PHYSICS,GEN,242,390,PHYSICS
2020,3,IIT JODHPUR,MATHEMATICS-DATA & COMPUTATIONAL SCIENCES,GEN,454,639,MATHEMATICS-DATA & COMPUTATIONAL SCIENCES
2020,3,IIT PATNA,PHYSICS AND MATERIALS ENGINEERING,GEN,440,563,PHYSICS AND MATERIALS ENGINEERING
2020,3,IIT PATNA,CHEMISTRY AND MATERIALS ENGINEERING,GEN,251,434,CHEMISTRY AND MATERIALS ENGINEERING
2020,3,IIT PATNA,CHEMISTRY,GEN,317,524,CHEMISTRY
2020,3,IIT (ISM) DHANBAD,MATHEMATICS,GEN,353,529,MATHEMATICS
2020,3,IIT (ISM) DHANBAD,PHYSICS,GEN,197,509,PHYSICS
2020,3,IIT (ISM) DHANBAD,CHEMISTRY,GEN,311,553,CHEMISTRY
2020,3,IIT (ISM) DHANBAD,MATHEMATICS & COMPUTING,GEN,22,95,MATHEMATICS & COMPUTING
2020,3,IIT (ISM) DHANBAD,PHYSICS,GEN,69,670,PHYSICS
2020,3,IIT (BHU) VARANASI,APPLIED GEOLOGY,GEN,342,394,APPLIED GEOLOGY
2020,3,IIT (BHU) VARANASI,APPLIED GEOPHYSICS,GEN,311,439,APPLIED GEOPHYSICS
2020,3,IIT BHILAI,CHEMISTRY,GEN,589,617,CHEMISTRY
2020,3,IIT BHILAI,PHYSICS,GEN,513,539,PHYSICS
2020,3,IIT BHILAI,CHEMISTRY,GEN,529,587,CHEMISTRY
2020,3,IIT PALAKKAD,MATHEMATICS & COMPUTING,GEN,546,680,MATHEMATICS & COMPUTING
2020,3,IIT PALAKKAD,PHYSICS,GEN,460,627,PHYSICS
2020,3,IIT PALAKKAD,CHEMISTRY,GEN,337,576,CHEMISTRY
2020,3,IIT TIRUPATI,MATHEMATICS,GEN,331,558,MATHEMATICS
2020,3,IIT TIRUPATI,CHEMISTRY,GEN,598,623,CHEMISTRY
2020,3,IIT TIRUPATI,PHYSICS,GEN,467,614,PHYSICS
2020,3,IIT MANDI,CHEMISTRY,GEN,376,554,CHEMISTRY
2020,3,IIT MANDI,APPLIED MATHEMATICS,GEN,211,490,APPLIED MATHEMATICS
2021,1,IIT BOMBAY,BIOTECHNOLOGY,GEN,1,15,BIOTECHNOLOGY
2021,1,IIT BOMBAY,ENVIRONMENTAL SCIENCE AND ENGINEERING,GEN,38,38,ENVIRONMENTAL SCIENCE AND ENGINEERING
2021,1,IIT KHARAGPUR,MOLECULAR MEDICAL MICROBIOLOGY,GEN,7,17,MOLECULAR MEDICAL MICROBIOLOGY
2021,1,IIT INDORE,BIOTECHNOLOGY,GEN,18,26,BIOTECHNOLOGY
2021,1,IIT BOMBAY,CHEMISTRY,GEN,1,29,CHEMISTRY
2021,1,IIT BOMBAY,ENERGY SCIENCE AND ENGINEERING,GEN,206,483,ENERGY SCIENCE AND ENGINEERING
2021,1,IIT BOMBAY,ENVIRONMENTAL SCIENCE AND ENGINEERING,GEN,260,578,ENVIRONMENTAL SCIENCE AND ENGINEERING
2021,1,IIT DELHI,CHEMISTRY,GEN,13,83,CHEMISTRY
2021,1,IIT GUWAHATI,CHEMISTRY,GEN,113,252,CHEMISTRY
2021,1,IIT KANPUR,CHEMISTRY,GEN,11,84,CHEMISTRY
2021,1,IIT KHARAGPUR,CHEMISTRY,GEN,75,188,CHEMISTRY
2021,1,IIT KHARAGPUR,NUCLEAR MEDICINE,GEN,517,517,NUCLEAR MEDICINE
2021,1,IIT MADRAS,CHEMISTRY,GEN,49,211,CHEMISTRY
2021,1,IIT ROORKEE,CHEMISTRY,GEN,85,140,CHEMISTRY
2021,1,IIT BHUBANESWAR,CHEMISTRY,GEN,262,356,CHEMISTRY
2021,1,IIT GANDHINAGAR,CHEMISTRY,GEN,227,293,CHEMISTRY
2021,1,IIT HYDERABAD,CHEMISTRY,GEN,158,302,CHEMISTRY
2021,1,IIT INDORE,CHEMISTRY,GEN,237,351,CHEMISTRY
2021,1,IIT ROPAR,CHEMISTRY,GEN,350,404,CHEMISTRY
2021,1,IIT JODHPUR,CHEMISTRY,GEN,382,534,CHEMISTRY
2021,1,IIT PATNA,CHEMISTRY,GEN,403,518,CHEMISTRY
2021,1,IIT (ISM) DHANBAD,CHEMISTRY,GEN,363,461,CHEMISTRY
2021,1,IIT (BHU) VARANASI,CHEMISTRY,GEN,240,362,CHEMISTRY
2021,1,IIT BHILAI,CHEMISTRY,GEN,511,544,CHEMISTRY
2021,1,IIT PALAKKAD,CHEMISTRY,GEN,545,610,CHEMISTRY
2021,1,IIT TIRUPATI,CHEMISTRY,GEN,547,580,CHEMISTRY
2021,1,IIT MANDI,CHEMISTRY,GEN,365,500,CHEMISTRY
2021,1,IIT DELHI,ECONOMICS,GEN,1,10,ECONOMICS
2021,1,IIT ROORKEE,ECONOMICS,GEN,11,25,ECONOMICS
